scenario,event,n,increment,remaining
S1_F1_post0935_10_1000,87,2,14.700326400004997,1076.553775040713
S1_F1_post0935_10_1000,88,4,197.84713000000193,893.406971440716
S1_F1_post0935_10_1000,89,6,1074.4253512360228,16.828750204695098
S1_F1_post0935_10_1000,90,1,-1175.896312853998,2267.150414294716
S1_F1_post0935_10_1000,91,1,1213.8666580140125,-122.61255657329457
S1_F1_post0935_10_1000,92,7,10725.631043340036,-9634.376941899318
S1_F1_post0935_10_1000,93,1,-287.02530844799185,1378.2794098887098
S1_F1_post0935_10_1000,94,1,598.9380624119876,492.3160390287303
S1_F1_post0935_10_1000,95,2,-3457.9414721939756,4549.195573634694
S1_F1_post0935_10_1000,96,3,3327.5858785140153,-2236.3317770732974
S1_F1_post0935_10_1000,97,1,-605.8793994299995,1697.1335008707174
S1_F1_post0935_10_1000,98,1,1950.719215794008,-859.4651143532901
S1_F1_post0935_10_1000,99,10,-2908.271316197948,3999.525417638666
S1_F1_post0935_10_1000,100,11,-387.620926463911,1478.875027904629
S1_F1_post0935_10_1000,101,4,-1725.0717157619874,2816.3258172027054
S1_F1_post0935_10_1000,102,1,-1355.1279432159936,2446.3820446567115
S1_F1_post0935_10_1000,103,1,570.4884455040155,520.7656559367024
S1_F1_post0935_10_1000,104,3,-1555.6504213079825,2646.9045227487004
S1_F1_post0935_11_all,0,1,-159.6317839800031,-14154.668122880801
S1_F1_post0935_11_all,1,6,1885.7494368199914,-16200.049343680796
S1_F1_post0935_11_all,2,4,346.81644385998516,-14661.11635072079
S1_F1_post0935_11_all,3,1,166.68619906000094,-14480.986105920805
S1_F1_post0935_11_all,4,2,-66.88727512000514,-14247.412631740799
S1_F1_post0935_11_all,5,1,-245.4278481800011,-14068.872058680803
S1_F1_post0935_11_all,6,7,-401.8283042200055,-13912.471602640799
S1_F1_post0935_11_all,7,4,-359.494696080008,-13954.805210780796
S1_F1_post0935_11_all,8,9,-841.6546164400206,-13472.645290420784
S1_F1_post0935_11_all,9,1,-346.60868738000136,-13967.691219480803
S1_F1_post0935_11_all,10,2,182.03539159999673,-14496.335298460801
S1_F1_post0935_11_all,11,7,-192.01415660000566,-14122.285750260799
S1_F1_post0935_11_all,12,1,175.13972805999765,-14489.439634920802
S1_F1_post0935_11_all,13,5,-522.5981015000107,-13791.701805360794
S1_F1_post0935_11_all,14,1,83.90531107999777,-14398.205217940802
S1_F1_post0935_11_all,15,12,-1211.4121458800146,-13102.88776098079
S1_F1_post0935_11_all,16,7,-212.13672326000597,-14102.163183600798
S1_F1_post0935_11_all,17,2,-227.81142564000402,-14086.4884812208
S1_F1_post0935_11_all,18,2,7.080805639994651,-14321.380712500799
S1_F1_post0935_11_all,19,10,-450.263041240014,-13864.03686562079
S1_F1_post0935_11_all,20,2,-31.217988460000925,-14283.081918400803
S1_F1_post0935_11_all,21,2,-88.95318178000161,-14225.346725080803
S1_F1_post0935_11_all,22,3,-193.35272310000255,-14120.947183760802
S1_F1_post0935_11_all,23,2,-206.5787962200029,-14107.721110640801
S1_F1_post0935_11_all,24,3,-295.57878720000554,-14018.721119660799
S1_F1_post0935_11_all,25,2,-57.49446512000213,-14256.805441740802
S1_F1_post0935_11_all,26,9,-541.7623744200173,-13772.537532440787
S1_F1_post0935_11_all,27,4,-209.659580440004,-14104.6403264208
S1_F1_post0935_11_all,28,1,-78.83562266000081,-14235.464284200803
S1_F1_post0935_11_all,29,1,-149.10835820000284,-14165.191548660801
S1_F1_post0935_11_all,30,2,-3.3574500200011244,-14310.942456840803
S1_F1_post0935_11_all,31,5,-61.96533226000247,-14252.334574600802
S1_F1_post0935_11_all,32,7,-179.95705336000356,-14134.3428535008
S1_F1_post0935_11_all,33,2,-191.18216358999962,-14123.117743270805
S1_F1_post0935_11_all,34,1,49.77786299000036,-14364.077769850805
S1_F1_post0935_11_all,35,5,-220.31264122000357,-14093.9872656408
S1_F1_post0935_11_all,36,5,-356.89474265000536,-13957.405164210799
S1_F1_post0935_11_all,37,10,-1082.7083820700136,-13231.59152479079
S1_F1_post0935_11_all,38,2,-60.58968678000383,-14253.7102200808
S1_F1_post0935_11_all,39,1,-147.67588520999925,-14166.624021650805
S1_F1_post0935_11_all,40,2,-164.33836599000097,-14149.961540870803
S1_F1_post0935_11_all,41,4,-162.41508811000494,-14151.8848187508
S1_F1_post0935_11_all,42,5,-360.1461527600022,-13954.153754100802
S1_F1_post0935_11_all,43,1,-180.34868354000173,-14133.951223320802
S1_F1_post0935_11_all,44,1,-70.61285033000058,-14243.687056530804
S1_F1_post0935_11_all,45,1,69.3816062099977,-14383.681513070802
S1_F1_post0935_11_all,46,1,128.70785986999726,-14443.007766730801
S1_F1_post0935_11_all,47,1,108.36376964999909,-14422.663676510803
S1_F1_post0935_11_all,48,2,-282.41082909000033,-14031.889077770804
S1_F1_post0935_11_all,49,8,-1165.531161370005,-13148.7687454908
S1_F1_post0935_11_all,50,1,-70.48313099999723,-14243.816775860807
S1_F1_post0935_11_all,51,2,-402.38180097000804,-13911.918105890796
S1_F1_post0935_11_all,52,4,1663.6673681099928,-15977.967274970797
S1_F1_post0935_11_all,53,2,498.9732145899907,-14813.273121450795
S1_F1_post0935_11_all,54,1,134.90268108000237,-14449.202587940807
S1_F1_post0935_11_all,55,1,-994.6459354599974,-13319.653971400807
S1_F1_post0935_11_all,56,2,360.46546893999766,-14674.765375800802
S1_F1_post0935_11_all,57,1,-462.90219490000527,-13851.397711960799
S1_F1_post0935_11_all,58,1,-220.21900586999982,-14094.080900990804
S1_F1_post0935_11_all,59,1,-93.8819344399999,-14220.417972420804
S1_F1_post0935_11_all,60,1,9.410823159998472,-14323.710730020803
S1_F1_post0935_11_all,61,1,7.670375159999821,-14321.970282020804
S1_F1_post0935_11_all,62,1,-69.59019772000102,-14244.709709140803
S1_F1_post0935_11_all,63,4,-230.6747359400033,-14083.6251709208
S1_F1_post0935_11_all,64,1,660.5165774199995,-14974.816484280804
S1_F1_post0935_11_all,65,3,449.15493075998893,-14763.454837620793
S1_F1_post0935_11_all,66,1,-119.41756994000389,-14194.8823369208
S1_F1_post0935_11_all,67,1,-346.9806169700023,-13967.319289890802
S1_F1_post0935_11_all,68,2,399.37337315998957,-14713.673280020794
S1_F1_post0935_11_all,69,1,-477.152112900003,-13837.147793960801
S1_F1_post0935_11_all,70,6,680.4834438699836,-14994.783350730788
S1_F1_post0935_11_all,71,1,925.9247944999988,-15240.224701360803
S1_F1_post0935_11_all,72,1,-16.48186495000118,-14297.818041910803
S1_F1_post0935_11_all,73,5,505.43306920998657,-14819.73297607079
S1_F1_post0935_11_all,74,7,-2795.056351250023,-11519.243555610781
S1_F1_post0935_11_all,75,2,450.08154170999114,-14764.381448570795
S1_F1_post0935_11_all,76,1,215.0551031899995,-14529.355010050804
S1_F1_post0935_11_all,77,1,-189.5531838200004,-14124.746723040804
S1_F1_post0935_11_all,78,2,-341.8630007000065,-13972.436906160798
S1_F1_post0935_11_all,79,3,-463.43246025000917,-13850.867446610795
S1_F1_post0935_11_all,80,8,-354.78785341002003,-13959.512053450784
S1_F1_post0935_11_all,81,1,26.992566600001737,-14341.292473460806
S1_F1_post0935_11_all,82,3,-352.52524265000466,-13961.7746642108
S1_F1_post0935_11_all,83,1,-15.720418950000749,-14298.579487910803
S1_F1_post0935_11_all,84,2,-257.40293354000096,-14056.896973320803
S1_F1_post0935_11_all,85,6,-1943.2048498800068,-12371.095056980797
S1_F1_post0935_11_all,86,3,-112.53430912001204,-14201.765597740792
S1_F1_post0935_11_all,87,2,6.346419039997272,-14320.646325900801
S1_F1_post0935_11_all,88,4,177.0523429999921,-14491.352249860796
S1_F1_post0935_11_all,89,10,-5680.4401616940595,-8633.859745166745
S1_F1_post0935_11_all,90,2,-391.6782017982041,-13922.6217050626
S1_F1_post0935_11_all,91,1,1199.8372220153979,-15514.137128876202
S1_F1_post0935_11_all,92,9,6303.889550206761,-20618.189457067565
S1_F1_post0935_11_all,93,2,-751.618260876603,-13562.681645984201
S1_F1_post0935_11_all,94,1,585.9773342531771,-14900.277241113981
S1_F1_post0935_11_all,95,2,-3482.9303464134136,-10831.36956044739
S1_F1_post0935_11_all,96,4,3880.027345811359,-18194.327252672163
S1_F1_post0935_11_all,97,1,-617.0576219729992,-13697.242284887805
S1_F1_post0935_11_all,98,1,1939.3431439733904,-16253.643050834195
S1_F1_post0935_11_all,99,12,-1510.4399550300732,-12803.859951830731
S1_F1_post0935_11_all,100,13,-1112.5353043008945,-13201.76460255991
S1_F1_post0935_11_all,101,4,-1774.8982967382108,-12539.401610122593
S1_F1_post0935_11_all,102,2,-1802.6815858315967,-12511.618321029207
S1_F1_post0935_11_all,103,2,2231.458437934394,-16545.7583447952
S1_F1_post0935_11_all,104,3,-1594.05285863881,-12720.247048221994
S1_F1_post0935_11_1000,0,1,-159.6317839800031,-150.70659523672657
S1_F1_post0935_11_1000,1,5,1797.4008342999914,-2107.739213516721
S1_F1_post0935_11_1000,2,4,346.81644385998516,-657.1548230767148
S1_F1_post0935_11_1000,3,1,166.68619906000094,-477.0245782767306
S1_F1_post0935_11_1000,4,1,146.33690939999724,-456.6752886167269
S1_F1_post0935_11_1000,5,1,-245.4278481800011,-64.91053103672857
S1_F1_post0935_11_1000,6,6,-175.06251848000647,-135.2758607367232
S1_F1_post0935_11_1000,7,3,-403.7438742800059,93.40549506327625
S1_F1_post0935_11_1000,8,7,-550.2734114600171,239.93503224328742
S1_F1_post0935_11_1000,9,1,-346.60868738000136,36.27030816327169
S1_F1_post0935_11_1000,10,2,182.03539159999673,-492.3737708167264
S1_F1_post0935_11_1000,11,5,-229.97067690000404,-80.36770231672563
S1_F1_post0935_11_1000,12,1,175.13972805999765,-485.4781072767273
S1_F1_post0935_11_1000,13,5,-522.5981015000107,212.259722283281
S1_F1_post0935_11_1000,14,1,83.90531107999777,-394.24369029672744
S1_F1_post0935_11_1000,15,11,-1070.5689811200155,760.2306019032858
S1_F1_post0935_11_1000,16,6,-126.88807860000634,-183.45030061672333
S1_F1_post0935_11_1000,17,1,-83.92069566000282,-226.41768355672684
S1_F1_post0935_11_1000,18,2,7.080805639994651,-317.4191848567243
S1_F1_post0935_11_1000,19,9,-430.7172839000141,120.37890468328442
S1_F1_post0935_11_1000,20,2,-31.217988460000925,-279.12039075672874
S1_F1_post0935_11_1000,21,1,-29.589346560000195,-280.74903265672947
S1_F1_post0935_11_1000,22,2,-165.2532705400008,-145.08510867672885
S1_F1_post0935_11_1000,23,1,-138.2962098800017,-172.04216933672797
S1_F1_post0935_11_1000,24,3,-245.57878720000554,-64.75959201672413
S1_F1_post0935_11_1000,25,2,-57.49446512000213,-252.84391409672753
S1_F1_post0935_11_1000,26,9,-541.7623744200173,231.42399520328763
S1_F1_post0935_11_1000,27,3,-191.18266010000298,-119.15571911672669
S1_F1_post0935_11_1000,28,1,-78.83562266000081,-231.50275655672885
S1_F1_post0935_11_1000,29,1,-149.10835820000284,-161.23002101672682
S1_F1_post0935_11_1000,30,2,-3.3574500200011244,-306.98092919672854
S1_F1_post0935_11_1000,31,4,24.5818716199974,-334.92025083672706
S1_F1_post0935_11_1000,32,7,-179.95705336000356,-130.3813258567261
S1_F1_post0935_11_1000,33,1,-90.47163492999971,-219.86674428672995
S1_F1_post0935_11_1000,34,1,49.77786299000036,-360.11624220673
S1_F1_post0935_11_1000,35,3,-110.1824778900027,-200.15590132672696
S1_F1_post0935_11_1000,36,4,-365.501590200005,55.16321098327535
S1_F1_post0935_11_1000,37,8,-770.0352877400128,459.6969085232831
S1_F1_post0935_11_1000,38,1,9.669084549997933,-320.0074637667276
S1_F1_post0935_11_1000,39,1,-147.67588520999925,-162.6624940067304
S1_F1_post0935_11_1000,40,2,-164.33836599000097,-146.0000132267287
S1_F1_post0935_11_1000,41,3,-124.63598111000465,-185.702398106725
S1_F1_post0935_11_1000,42,4,-280.52006132000133,-29.81831789672833
S1_F1_post0935_11_1000,43,1,-180.34868354000173,-129.98969567672793
S1_F1_post0935_11_1000,44,1,-70.61285033000058,-239.72552888672908
S1_F1_post0935_11_1000,45,1,69.3816062099977,-379.71998542672736
S1_F1_post0935_11_1000,46,1,128.70785986999726,-439.0462390867269
S1_F1_post0935_11_1000,47,1,108.36376964999909,-418.70214886672875
S1_F1_post0935_11_1000,48,1,-457.05399751000004,146.71561829327038
S1_F1_post0935_11_1000,49,7,-337.68051290000403,27.34213368327437
S1_F1_post0935_11_1000,50,1,-70.48313099999723,-239.85524821673243
S1_F1_post0935_11_1000,51,2,-402.38180097000804,92.04342175327838
S1_F1_post0935_11_1000,52,2,637.0034999099917,-947.3418791267213
S1_F1_post0935_11_1000,53,1,1083.5625989799955,-1393.9009781967252
S1_F1_post0935_11_1000,54,1,79.90268108000237,-390.24106029673203
S1_F1_post0935_11_1000,55,1,-939.6459354599974,629.3075562432678
S1_F1_post0935_11_1000,56,2,415.46546893999766,-725.8038481567273
S1_F1_post0935_11_1000,57,1,-462.90219490000527,152.5638156832756
S1_F1_post0935_11_1000,58,1,-220.21900586999982,-90.11937334672984
S1_F1_post0935_11_1000,59,1,-93.8819344399999,-216.45644477672977
S1_F1_post0935_11_1000,60,1,9.410823159998472,-319.74920237672814
S1_F1_post0935_11_1000,61,1,7.670375159999821,-318.0087543767295
S1_F1_post0935_11_1000,62,1,-69.59019772000102,-240.74818149672865
S1_F1_post0935_11_1000,63,4,-230.6747359400033,-79.66364327672636
S1_F1_post0935_11_1000,64,1,660.5165774199995,-970.8549566367292
S1_F1_post0935_11_1000,65,3,449.15493075998893,-759.4933099767186
S1_F1_post0935_11_1000,66,1,-119.41756994000389,-190.92080927672578
S1_F1_post0935_11_1000,67,1,-346.9806169700023,36.64223775327264
S1_F1_post0935_11_1000,68,1,219.0290242999945,-529.3674035167242
S1_F1_post0935_11_1000,69,1,-477.152112900003,166.8137336832733
S1_F1_post0935_11_1000,70,6,680.4834438699836,-990.8218230867133
S1_F1_post0935_11_1000,71,1,925.9247944999988,-1236.2631737167285
S1_F1_post0935_11_1000,72,1,-16.48186495000118,-293.8565142667285
S1_F1_post0935_11_1000,73,4,602.1709701699874,-912.5093493867171
S1_F1_post0935_11_1000,74,5,57.13822383998195,-367.4766030567116
S1_F1_post0935_11_1000,75,2,450.08154170999114,-760.4199209267208
S1_F1_post0935_11_1000,76,1,215.0551031899995,-525.3934824067292
S1_F1_post0935_11_1000,77,1,-189.5531838200004,-120.78519539672925
S1_F1_post0935_11_1000,78,1,88.71803175999594,-399.0564109767256
S1_F1_post0935_11_1000,79,3,-463.43246025000917,153.0940810332795
S1_F1_post0935_11_1000,80,8,-354.78785341002003,44.44947419329037
S1_F1_post0935_11_1000,81,1,26.992566600001737,-337.3309458167314
S1_F1_post0935_11_1000,82,3,-352.52524265000466,42.18686343327499
S1_F1_post0935_11_1000,83,1,-15.720418950000749,-294.6179602667289
S1_F1_post0935_11_1000,84,1,181.42508063999776,-491.7634598567274
S1_F1_post0935_11_1000,85,5,-1893.6131819900038,1583.2748027732741
S1_F1_post0935_11_1000,86,2,62.81982158999017,-373.15820080671983
S1_F1_post0935_11_1000,87,2,6.346419039997272,-316.68479825672694
S1_F1_post0935_11_1000,88,4,177.0523429999921,-487.39072221672177
S1_F1_post0935_11_1000,89,6,1023.2022147595562,-1333.540593976286
S1_F1_post0935_11_1000,90,1,-1187.8023755394024,877.4639963226728
S1_F1_post0935_11_1000,91,1,1199.8372220153979,-1510.1756012321275
S1_F1_post0935_11_1000,92,7,10627.362095273958,-10937.700474490688
S1_F1_post0935_11_1000,93,1,-298.99631969280017,-11.342059523929493
S1_F1_post0935_11_1000,94,1,585.9773342531771,-896.3157134699068
S1_F1_post0935_11_1000,95,2,-3482.9303464134136,3172.591967196684
S1_F1_post0935_11_1000,96,3,3290.6502693653674,-3600.988648582097
S1_F1_post0935_11_1000,97,1,-617.0576219729992,306.7192427562695
S1_F1_post0935_11_1000,98,1,1939.3431439733904,-2249.68152319012
S1_F1_post0935_11_1000,99,10,-3018.5267996178663,2708.1884204011367
S1_F1_post0935_11_1000,100,11,-547.2169447104679,236.87856549373828
S1_F1_post0935_11_1000,101,4,-1774.8982967382108,1464.559917521481
S1_F1_post0935_11_1000,102,1,-1368.412662337607,1058.0742831208772
S1_F1_post0935_11_1000,103,1,556.9218680544,-867.2602472711296
S1_F1_post0935_11_1000,104,3,-1594.05285863881,1283.7144794220803
S1_F1_post0935_12_all,0,1,-163.31494616000055,-15849.631884960701
S1_F1_post0935_12_all,1,6,1863.3397674399894,-17876.28659856069
S1_F1_post0935_12_all,2,4,331.82697511999504,-16344.773806240697
S1_F1_post0935_12_all,3,1,163.40285352000137,-16176.349684640703
S1_F1_post0935_12_all,4,2,-72.24859104000461,-15940.698240080697
S1_F1_post0935_12_all,5,1,-248.23745256000257,-15764.7093785607
S1_F1_post0935_12_all,6,7,-421.69136824000816,-15591.255462880694
S1_F1_post0935_12_all,7,4,-370.57715936000386,-15642.369671760698
S1_F1_post0935_12_all,8,9,-869.5306724800048,-15143.416158640697
S1_F1_post0935_12_all,9,1,-349.49425895999957,-15663.452572160702
S1_F1_post0935_12_all,10,2,175.99842719999833,-16188.9452583207
S1_F1_post0935_12_all,11,7,-211.88220720000572,-15801.064623920696
S1_F1_post0935_12_all,12,1,172.3781215199997,-16185.324952640702
S1_F1_post0935_12_all,13,5,-536.344238000007,-15476.602593120695
S1_F1_post0935_12_all,14,1,81.06473935999747,-16094.0115704807
S1_F1_post0935_12_all,15,12,-1245.4611409600075,-14767.485690160695
S1_F1_post0935_12_all,16,7,-231.39607992000674,-15781.550751200695
S1_F1_post0935_12_all,17,2,-233.23471888000313,-15779.712112240699
S1_F1_post0935_12_all,18,2,1.3496788799966453,-16014.296510000699
S1_F1_post0935_12_all,19,10,-476.8157540800112,-15536.13107704069
S1_F1_post0935_12_all,20,2,-36.22847832000116,-15976.7183528007
S1_F1_post0935_12_all,21,2,-93.82574376000048,-15919.121087360701
S1_F1_post0935_12_all,22,3,-200.35022520000348,-15812.596605920698
S1_F1_post0935_12_all,23,2,-211.30543224000212,-15801.6413988807
S1_F1_post0935_12_all,24,3,-302.71522240000195,-15710.2316087207
S1_F1_post0935_12_all,25,2,-62.276071040001625,-15950.6707600807
S1_F1_post0935_12_all,26,9,-562.8588266400075,-15450.088004480695
S1_F1_post0935_12_all,27,4,-218.89696048000405,-15794.049870640698
S1_F1_post0935_12_all,28,1,-81.2334247200015,-15931.7134064007
S1_F1_post0935_12_all,29,1,-151.52515440000207,-15861.4216767207
S1_F1_post0935_12_all,30,2,-7.882181840002886,-16005.064649280699
S1_F1_post0935_12_all,31,5,-73.19070792000639,-15939.756123200696
S1_F1_post0935_12_all,32,7,-194.14594912000393,-15818.800882000698
S1_F1_post0935_12_all,33,2,-194.97926028000256,-15817.9675708407
S1_F1_post0935_12_all,34,1,47.903805079997255,-16060.8506362007
S1_F1_post0935_12_all,35,5,-229.64797224000722,-15783.298858880695
S1_F1_post0935_12_all,36,5,-366.64287380000314,-15646.303957320699
S1_F1_post0935_12_all,37,10,-1102.139680440012,-14910.80715068069
S1_F1_post0935_12_all,38,2,-64.35180375999698,-15948.595027360705
S1_F1_post0935_12_all,39,1,-149.3980293200002,-15863.548801800702
S1_F1_post0935_12_all,40,2,-167.7156810800043,-15845.231150040698
S1_F1_post0935_12_all,41,4,-169.3965961200047,-15843.550235000697
S1_F1_post0935_12_all,42,5,-369.4754939200029,-15643.471337200699
S1_F1_post0935_12_all,43,1,-182.23774568000044,-15830.709085440702
S1_F1_post0935_12_all,44,1,-72.51490035999996,-15940.431930760702
S1_F1_post0935_12_all,45,1,67.48356131999935,-16080.430392440701
S1_F1_post0935_12_all,46,1,126.76983803999974,-16139.716669160702
S1_F1_post0935_12_all,47,1,106.40375779999886,-16119.3505889207
S1_F1_post0935_12_all,48,2,-286.9135862800031,-15726.033244840699
S1_F1_post0935_12_all,49,8,-1191.3572760400057,-14821.589555080696
S1_F1_post0935_12_all,50,1,-74.2392519999994,-15938.707579120703
S1_F1_post0935_12_all,51,2,-409.369319240006,-15603.577511880696
S1_F1_post0935_12_all,52,4,1644.705956119993,-17657.652787240695
S1_F1_post0935_12_all,53,2,488.3735522799943,-16501.320383400696
S1_F1_post0935_12_all,54,1,129.93717935999666,-16142.884010480699
S1_F1_post0935_12_all,55,1,-998.9978023200019,-15013.9490288007
S1_F1_post0935_12_all,56,2,352.7894024800007,-16365.736233600703
S1_F1_post0935_12_all,57,1,-466.799230800003,-15546.147600320699
S1_F1_post0935_12_all,58,1,-223.17927004000194,-15789.7675610807
S1_F1_post0935_12_all,59,1,-97.10912847999862,-15915.837702640703
S1_F1_post0935_12_all,60,1,6.427570719997675,-16019.3744018407
S1_F1_post0935_12_all,61,1,4.559154719998332,-16017.5059858407
S1_F1_post0935_12_all,62,1,-72.50147024000216,-15940.4453608807
S1_F1_post0935_12_all,63,4,-241.75396648000424,-15771.192864640698
S1_F1_post0935_12_all,64,1,656.8915026399991,-16669.8383337607
S1_F1_post0935_12_all,65,3,435.870269919993,-16448.817101040695
S1_F1_post0935_12_all,66,1,-124.52229448000435,-15888.424536640698
S1_F1_post0935_12_all,67,1,-351.91039124000235,-15661.0364398807
S1_F1_post0935_12_all,68,2,389.04397071999483,-16401.990801840697
S1_F1_post0935_12_all,69,1,-482.0968867999982,-15530.849944320704
S1_F1_post0935_12_all,70,6,648.9243660399916,-16661.871197160694
S1_F1_post0935_12_all,71,1,921.2319940000016,-16934.178825120704
S1_F1_post0935_12_all,72,1,-20.633825400003843,-15992.313005720698
